Title,Director,Genre,Cast,combined
the best man holiday,malcolm d. lee,comedy,terrence howard harold perrineau morris chestnut,the best man holiday malcolm d. lee comedy terrence howard harold perrineau morris chestnut
the christmas candle,john stephenson,drama family,hans matheson samantha barks lesley manville,the christmas candle john stephenson drama family hans matheson samantha barks lesley manville
contracted,eric england,horror thriller,najarra townsend caroline williams katie stegeman,contracted eric england horror thriller najarra townsend caroline williams katie stegeman
delivery man,ken scott,comedy,vince vaughn cobie smulders chris pratt,delivery man ken scott comedy vince vaughn cobie smulders chris pratt
nebraska,alexander payne,drama adventure,bruce dern will forte june squibb,nebraska alexander payne drama adventure bruce dern will forte june squibb
philomena,stephen frears,drama,judi dench steve coogan sophie kennedy clark,philomena stephen frears drama judi dench steve coogan sophie kennedy clark
anchorman 2: the legend continues,david leitch,comedy,will ferrell steve carell paul rudd,anchorman 2: the legend continues david leitch comedy will ferrell steve carell paul rudd
black nativity,kasi lemmons,music drama,forest whitaker angela bassett jennifer hudson,black nativity kasi lemmons music drama forest whitaker angela bassett jennifer hudson
grace of monaco,olivier dahan,romance drama,nicole kidman milo ventimiglia paz vega,grace of monaco olivier dahan romance drama nicole kidman milo ventimiglia paz vega
homefront,gary fleder,action thriller,jason statham james franco izabela vidovic,homefront gary fleder action thriller jason statham james franco izabela vidovic
oldboy,spike lee,drama thriller mystery action,josh brolin elizabeth olsen sharlto copley,oldboy spike lee drama thriller mystery action josh brolin elizabeth olsen sharlto copley
mandela: long walk to freedom,justin chadwick,drama history,idris elba naomie harris tony kgoroge,mandela: long walk to freedom justin chadwick drama history idris elba naomie harris tony kgoroge
the hobbit: the desolation of smaug,peter jackson,fantasy adventure action,ian mckellen martin freeman richard armitage,the hobbit: the desolation of smaug peter jackson fantasy adventure action ian mckellen martin freeman richard armitage
commitment,unknown,drama,manas shah maulika patel vivek shah,commitment unknown drama manas shah maulika patel vivek shah
crave,charles de lauzirika,drama thriller,josh lawson emma lung ron perlman,crave charles de lauzirika drama thriller josh lawson emma lung ron perlman
inside llewyn davis,joel coen,drama music,oscar isaac carey mulligan john goodman,inside llewyn davis joel coen drama music oscar isaac carey mulligan john goodman
the last days on mars,ruairi robinson,science fiction thriller horror,liev schreiber romola garai elias koteas,the last days on mars ruairi robinson science fiction thriller horror liev schreiber romola garai elias koteas
out of the furnace,scott cooper,thriller drama crime,christian bale zoe saldana woody harrelson,out of the furnace scott cooper thriller drama crime christian bale zoe saldana woody harrelson
swerve,craig lahiff,crime drama thriller,jason clarke emma booth david lyons,swerve craig lahiff crime drama thriller jason clarke emma booth david lyons
american hustle,david o. russell,drama crime,christian bale amy adams bradley cooper,american hustle david o. russell drama crime christian bale amy adams bradley cooper
a madea christmas,tyler perry,comedy drama,tyler perry anna maria horsford tika sumpter,a madea christmas tyler perry comedy drama tyler perry anna maria horsford tika sumpter
saving mr. banks,k.c. hodenfield,comedy drama history,emma thompson tom hanks colin farrell,saving mr. banks k.c. hodenfield comedy drama history emma thompson tom hanks colin farrell
the wolf of wall street,martin scorsese,crime drama comedy,leonardo dicaprio jonah hill margot robbie,the wolf of wall street martin scorsese crime drama comedy leonardo dicaprio jonah hill margot robbie
her,spike jonze,romance science fiction drama,joaquin phoenix scarlett johansson amy adams,her spike jonze romance science fiction drama joaquin phoenix scarlett johansson amy adams
the harry hill movie,steve bendelack,comedy,harry hill julie walters simon bird,the harry hill movie steve bendelack comedy harry hill julie walters simon bird
walking with dinosaurs,barry cook,animation family adventure,charlie rowe justin long karl urban,walking with dinosaurs barry cook animation family adventure charlie rowe justin long karl urban
47 ronin,carl rinsch,drama action adventure fantasy,keanu reeves hiroyuki sanada ko shibasaki,47 ronin carl rinsch drama action adventure fantasy keanu reeves hiroyuki sanada ko shibasaki
grudge match,peter segal,comedy,robert de niro sylvester stallone alan arkin,grudge match peter segal comedy robert de niro sylvester stallone alan arkin
the secret life of walter mitty,ben stiller,adventure comedy drama fantasy,ben stiller kristen wiig sean penn,the secret life of walter mitty ben stiller adventure comedy drama fantasy ben stiller kristen wiig sean penn
lone survivor,peter berg,war action drama history,mark wahlberg taylor kitsch emile hirsch,lone survivor peter berg war action drama history mark wahlberg taylor kitsch emile hirsch
paranormal activity: the marked ones,christopher landon,horror thriller,andrew jacobs jorge diaz gabrielle walsh,paranormal activity: the marked ones christopher landon horror thriller andrew jacobs jorge diaz gabrielle walsh
open grave,gonzalo lópez-gallego,horror thriller mystery,sharlto copley joseph morgan thomas kretschmann,open grave gonzalo lópez-gallego horror thriller mystery sharlto copley joseph morgan thomas kretschmann
cold comes the night,tze chun,crime drama thriller,alice eve bryan cranston logan marshall-green,cold comes the night tze chun crime drama thriller alice eve bryan cranston logan marshall-green
dumbbells,christopher livingston,comedy,mircea monroe taylor cole jaleel white,dumbbells christopher livingston comedy mircea monroe taylor cole jaleel white
the legend of hercules,renny harlin,action adventure,kellan lutz liam mcintyre gaia weiss,the legend of hercules renny harlin action adventure kellan lutz liam mcintyre gaia weiss
raze,josh c. waller,horror thriller,zoë bell rachel nichols tracie thoms,raze josh c. waller horror thriller zoë bell rachel nichols tracie thoms
back in the day,paul borghese,drama,alec baldwin michael madsen shannen doherty,back in the day paul borghese drama alec baldwin michael madsen shannen doherty
devil's due,matt bettinelli-olpin,horror,zach gilford allison miller sam anderson,devil's due matt bettinelli-olpin horror zach gilford allison miller sam anderson
jack ryan: shadow recruit,kenneth branagh,action drama thriller,chris pine keira knightley kevin costner,jack ryan: shadow recruit kenneth branagh action drama thriller chris pine keira knightley kevin costner
jamesy boy,trevor white,crime drama romance,spencer lofranco mary-louise parker ving rhames,jamesy boy trevor white crime drama romance spencer lofranco mary-louise parker ving rhames
the nut job,peter lepeniotis,animation comedy family adventure,will arnett sarah gadon gabriel iglesias,the nut job peter lepeniotis animation comedy family adventure will arnett sarah gadon gabriel iglesias
ride along,tim story,action comedy,kevin hart ice cube olivia munn,ride along tim story action comedy kevin hart ice cube olivia munn
black water vampire,evan tramel,mystery horror thriller,danielle lozeau andrea monier anthony fanelli,black water vampire evan tramel mystery horror thriller danielle lozeau andrea monier anthony fanelli
"i, frankenstein",stuart beattie,horror thriller,aaron eckhart yvonne strahovski bill nighy,"i, frankenstein stuart beattie horror thriller aaron eckhart yvonne strahovski bill nighy"
mega shark versus mecha shark,glenn miller,action science fiction thriller,christopher judge elisabeth röhm debbie gibson,mega shark versus mecha shark glenn miller action science fiction thriller christopher judge elisabeth röhm debbie gibson
labor day,jason reitman,drama,kate winslet josh brolin gattlin griffith,labor day jason reitman drama kate winslet josh brolin gattlin griffith
that awkward moment,tom gormican,comedy romance,zac efron miles teller michael b. jordan,that awkward moment tom gormican comedy romance zac efron miles teller michael b. jordan
somewhere slow,jeremy o'keefe,comedy drama romance,jessalyn gilsig graham patrick martin david costabile,somewhere slow jeremy o'keefe comedy drama romance jessalyn gilsig graham patrick martin david costabile
android cop,mark atkins,action science fiction,michael jai white charles s. dutton kadeem hardison,android cop mark atkins action science fiction michael jai white charles s. dutton kadeem hardison
the monuments men,george clooney,war drama history action,george clooney matt damon bill murray,the monuments men george clooney war drama history action george clooney matt damon bill murray
the outsider,martin zandvliet,crime drama mystery,jared leto tadanobu asano kippei shiina,the outsider martin zandvliet crime drama mystery jared leto tadanobu asano kippei shiina
scorned,andrew stevens,drama thriller,shannon tweed kim morgan greene daniel mcvicar,scorned andrew stevens drama thriller shannon tweed kim morgan greene daniel mcvicar
after the dark,john huddles,drama fantasy science fiction thriller,james d'arcy sophie lowe rhys wakefield,after the dark john huddles drama fantasy science fiction thriller james d'arcy sophie lowe rhys wakefield
nurse 3d,douglas aarniokoski,horror thriller,paz de la huerta katrina bowden kathleen turner,nurse 3d douglas aarniokoski horror thriller paz de la huerta katrina bowden kathleen turner
the lego movie,phil lord,adventure animation comedy family fantasy,chris pratt will ferrell elizabeth banks,the lego movie phil lord adventure animation comedy family fantasy chris pratt will ferrell elizabeth banks
the pretty one,jenée lamarque,comedy drama,zoe kazan jake johnson ron livingston,the pretty one jenée lamarque comedy drama zoe kazan jake johnson ron livingston
vampire academy,mark waters,comedy action fantasy,zoey deutch lucy fry danila kozlovsky,vampire academy mark waters comedy action fantasy zoey deutch lucy fry danila kozlovsky
robocop,josé padilha,science fiction action,joel kinnaman gary oldman michael keaton,robocop josé padilha science fiction action joel kinnaman gary oldman michael keaton
about last night,steve pink,comedy romance,kevin hart michael ealy regina hall,about last night steve pink comedy romance kevin hart michael ealy regina hall
adult world,scott coffey,comedy,emma roberts evan peters john cusack,adult world scott coffey comedy emma roberts evan peters john cusack
camp takota,chris riedell,comedy,grace helbig hannah hart mamrie hart,camp takota chris riedell comedy grace helbig hannah hart mamrie hart
date and switch,chris nelson,comedy,nicholas braun hunter cope dakota johnson,date and switch chris nelson comedy nicholas braun hunter cope dakota johnson
endless love,franco zeffirelli,romance drama,brooke shields martin hewitt shirley knight,endless love franco zeffirelli romance drama brooke shields martin hewitt shirley knight
someone marry barry,rob pearlstein,comedy,tyler labine damon wayans jr. lucy punch,someone marry barry rob pearlstein comedy tyler labine damon wayans jr. lucy punch
